Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Neg,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,11,31.44,99.00,1.00,25.77,5.50,27.27,81.82,36.36,27.27,18.18,9.09,0.00,9.09,0.00,0.00,9.09,9.09,0.00,9.09,0.00,0.00,0.00,27.27,9.09,0.00,0.00,0.00,0.00,18.18,9.09,9.09,0.00,0.00,0.00,27.27,9.09,0.00,9.09,0.00,9.09,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,9.09,9.09,0.00,0.00,27.27,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.55,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,9.09,0.00,27.27
Neg,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,17,73.36,50.00,91.95,25.77,8.50,17.65,88.24,58.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,17.65,11.76,11.76,11.76,0.00,11.76,0.00,0.00,0.00,0.00,5.88,11.76,5.88,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,23.53,0.00,5.88,0.00,5.88,5.88,5.88,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,5.88,23.53,0.00,5.88,17.65,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,29.41,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65
Neg,@chascouponmom @apple I get they are busy w/ the new phone but I just wanted to buy a stylus. they made me wait forever outside & never,26,42.69,22.08,98.79,25.77,13.00,11.54,88.46,50.00,19.23,19.23,11.54,0.00,0.00,0.00,7.69,0.00,7.69,7.69,3.85,7.69,3.85,3.85,19.23,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,0.00,19.23,0.00,3.85,3.85,0.00,7.69,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,7.69,11.54,0.00,23.08,0.00,3.85,19.23,3.85,0.00,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54
Neg,@apple @iphone Please deliver my daughter's i4s she is driving me nuts #iphone,13,23.17,50.00,63.54,99.00,13.00,23.08,61.54,30.77,23.08,23.08,15.38,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,15.38,7.69,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,23.08
Neg,@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint Sprint blames @apple I just want an honest answer.  #help,23,70.30,50.00,94.19,25.77,7.67,13.04,78.26,30.43,8.70,8.70,8.70,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,8.70,0.00,4.35,4.35,8.70,4.35,0.00,0.00,0.00,17.39,8.70,8.70,0.00,8.70,0.00,13.04,0.00,0.00,0.00,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,4.35,8.70,4.35,0.00,0.00,4.35,0.00,21.74,13.04,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.09,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39
Neg,Hey @apple the SMS full message is complete shit. Yes I'm annoyed.,12,60.80,79.76,23.51,1.00,6.00,25.00,91.67,25.00,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,0.00,0.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,16.67,0.00,25.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,8.33,8.33,8.33,0.00,0.00,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33
Neg,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,22,43.68,18.16,31.94,1.00,7.33,18.18,68.18,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,9.09,9.09,0.00,4.55,13.64,9.09,4.55,4.55,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,9.09,4.55,0.00,13.64,0.00,4.55,9.09,9.09,0.00,0.00,13.64,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,40.91,4.55,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,9.09,18.18
Neg,@Apple your service experience is really fucking slipping (except for cute eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg,21,86.96,50.00,13.15,25.77,10.50,38.10,66.67,23.81,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,0.00,9.52,9.52,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,4.76,0.00,9.52,0.00,0.00,4.76,0.00,9.52,0.00,0.00,0.00,0.00,0.00,9.52,9.52,4.76,0.00,0.00,9.52,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,9.52,4.76,4.76,0.00,0.00,0.00,47.62,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,19.05
Neg,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!,20,8.19,6.70,43.37,25.77,20.00,15.00,60.00,45.00,20.00,5.00,5.00,0.00,0.00,0.00,0.00,15.00,5.00,0.00,10.00,5.00,0.00,10.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,10.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,15.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,5.00,0.00,5.00
Neg,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!',19,1.00,98.19,1.00,25.77,9.50,26.32,73.68,57.89,21.05,15.79,0.00,5.26,0.00,0.00,10.53,5.26,0.00,0.00,21.05,5.26,21.05,0.00,31.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,5.26,21.05,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,52.63,15.79,0.00,0.00,0.00,0.00,5.26,0.00,0.00,15.79,0.00,15.79
Neg,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,16,84.57,50.00,35.37,1.00,8.00,37.50,62.50,31.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,6.25,6.25,6.25,0.00,0.00,18.75,0.00,0.00,6.25,0.00,0.00,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,18.75,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.75,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,31.25
Neg,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,16,37.39,3.05,74.76,99.00,8.00,6.25,68.75,37.50,6.25,6.25,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,12.50,6.25,0.00,6.25,12.50,0.00,0.00,0.00,0.00,0.00,18.75,12.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,12.50,0.00,6.25,6.25,0.00,12.50,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,6.25,0.00,50.00,6.25,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,31.25
Neg,Where is my iPhone!?!?!?!@apple,5,1.00,2.31,99.00,25.77,5.00,0.00,60.00,60.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,60.00,80.00,0.00,0.00,0.00,0.00,20.00
Neg,@apple battery life suck on iOS 5,7,99.00,7.67,13.15,1.00,7.00,14.29,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
Neg,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,21,96.41,31.71,68.01,99.00,7.00,19.05,76.19,23.81,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,9.52,4.76,0.00,0.00,0.00,14.29,0.00,0.00,0.00,4.76,0.00,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,4.76,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,4.76,0.00,0.00,4.76,19.05,0.00,14.29,0.00,4.76,9.52,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76
Neg,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,25,40.12,50.00,20.24,25.77,12.50,20.00,72.00,48.00,12.00,8.00,4.00,0.00,4.00,0.00,0.00,4.00,4.00,12.00,4.00,12.00,8.00,4.00,4.00,8.00,4.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,8.00,12.00,0.00,0.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,4.00,4.00
Neg,Hey @apple why can't I share a reminder list from my iPhone?Also why can't I login to the iCloud webpage to modify sharing from my phone?,27,65.78,6.93,58.07,99.00,27.00,11.11,70.37,55.56,14.81,14.81,14.81,0.00,0.00,0.00,0.00,0.00,7.41,14.81,0.00,11.11,3.70,7.41,3.70,0.00,0.00,7.41,0.00,0.00,7.41,7.41,0.00,0.00,0.00,0.00,14.81,0.00,0.00,0.00,0.00,14.81,0.00,7.41,0.00,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,18.52,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,7.41,0.00,3.70
Neg,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,11,92.84,50.00,31.94,25.77,5.50,63.64,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,18.18,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,18.18,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18
Neg,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous,17,58.07,27.83,66.34,98.87,8.50,41.18,76.47,29.41,11.76,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,11.76,0.00,0.00,0.00,17.65,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,0.00,11.76,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,5.88,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,23.53,0.00,23.53,0.00,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88
Neg,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,27,55.62,50.00,58.07,25.77,9.00,14.81,62.96,37.04,11.11,7.41,7.41,0.00,0.00,0.00,0.00,3.70,3.70,7.41,11.11,7.41,0.00,0.00,11.11,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,3.70,0.00,0.00,3.70,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,7.41,0.00,7.41,0.00,0.00,0.00,37.04,18.52,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,11.11
Neg,GAH. @apple iOS 5 opens text messages painfully slow on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.,23,98.12,50.00,80.16,93.61,7.67,26.09,56.52,17.39,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,8.70,17.39,8.70,0.00,13.04,0.00,13.04,8.70,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,4.35,0.00,0.00,21.74,4.35,13.04,4.35,13.04,0.00,0.00,8.70,0.00,21.74,4.35,13.04,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35
Neg,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,23,58.77,33.19,27.39,25.77,7.67,13.04,56.52,34.78,13.04,8.70,8.70,0.00,0.00,0.00,0.00,4.35,0.00,8.70,4.35,4.35,4.35,0.00,8.70,0.00,0.00,4.35,0.00,4.35,8.70,4.35,4.35,0.00,0.00,4.35,4.35,0.00,4.35,0.00,0.00,8.70,0.00,4.35,0.00,0.00,4.35,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.09,4.35,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,13.04
Neg,@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better. &lt;&lt; check Settings: 8 times more App usage in iOS 5,26,88.28,22.08,38.39,89.84,8.67,15.38,53.85,26.92,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,7.69,3.85,3.85,0.00,3.85,3.85,11.54,7.69,0.00,7.69,7.69,11.54,7.69,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,3.85,0.00,0.00,3.85,0.00,15.38,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,38.46,7.69,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,15.38
Neg,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,23,98.12,19.23,80.16,25.77,11.50,17.39,65.22,39.13,8.70,4.35,4.35,0.00,0.00,0.00,0.00,4.35,8.70,17.39,0.00,4.35,4.35,0.00,4.35,4.35,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,13.04,0.00,13.04,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,30.43,8.70,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,17.39
Neg,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,21,40.66,7.67,2.82,1.00,10.50,9.52,61.90,38.10,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.52,9.52,14.29,0.00,4.76,9.52,0.00,9.52,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,4.76,0.00,4.76,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,4.76,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,4.76,0.00,0.00,0.00,38.10,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,19.05
Neg,@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks. in NZ?,23,99.00,19.23,27.39,1.00,7.67,21.74,82.61,39.13,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,8.70,17.39,0.00,8.70,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,13.04,4.35,8.70,0.00,8.70,0.00,4.35,0.00,0.00,0.00,0.00,8.70,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,8.70,0.00,8.70,0.00,8.70,0.00,13.04,0.00,0.00,8.70,0.00,4.35,4.35,4.35,0.00,0.00,0.00,0.00,26.09,8.70,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,8.70
Neg,I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.,20,98.46,15.86,15.86,1.00,10.00,20.00,90.00,40.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,15.00,5.00,10.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,15.00,0.00,0.00,10.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Neg,You can make photo albums in the Photos app with iOS 5 but can't password protect them? Um... @apple fix that. Quickly.,22,68.79,50.00,31.94,25.77,5.50,13.64,72.73,40.91,13.64,9.09,0.00,0.00,4.55,0.00,4.55,4.55,4.55,9.09,4.55,0.00,4.55,4.55,4.55,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,13.64,0.00,4.55,0.00,0.00,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,13.64,0.00,9.09,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,0.00,4.55,0.00,36.36,22.73,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,4.55
Neg,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,19,98.60,85.38,4.05,1.00,9.50,21.05,57.89,31.58,10.53,5.26,0.00,0.00,0.00,0.00,5.26,5.26,5.26,15.79,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,5.26,15.79,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,5.26,0.00,5.26,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,36.84,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,31.58
Neg,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,15,69.57,25.24,43.37,99.00,7.50,20.00,73.33,40.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,0.00,6.67,6.67,13.33,6.67,0.00,0.00,6.67,20.00,13.33,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,13.33,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,33.33,13.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33
Neg,@apple If you want to know what customers think dont send updates with the noreply return address. Who invented that anyway. #useless,22,43.68,81.84,31.94,1.00,7.33,27.27,86.36,45.45,18.18,4.55,0.00,0.00,4.55,0.00,0.00,13.64,4.55,9.09,4.55,4.55,4.55,4.55,22.73,0.00,0.00,9.09,0.00,0.00,4.55,0.00,4.55,0.00,0.00,4.55,13.64,0.00,0.00,0.00,0.00,18.18,9.09,0.00,9.09,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,22.73,0.00,13.64,4.55,0.00,9.09,4.55,0.00,4.55,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,18.18,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09
Neg,Every time I try the voice control on my iPod Touch to send an iMessage it starts playing Who Knew by Pink.  Still not Flawless @Apple,26,88.28,22.08,98.79,99.00,13.00,15.38,92.31,42.31,15.38,7.69,7.69,0.00,0.00,0.00,0.00,7.69,7.69,11.54,0.00,3.85,0.00,3.85,19.23,3.85,0.00,3.85,0.00,3.85,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,19.23,3.85,3.85,0.00,3.85,3.85,3.85,11.54,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,3.85,11.54,0.00,19.23,3.85,3.85,11.54,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85
